,Año,Trimestre,Provincia,Accesos por cada 100 hab
518,2018,4,Neuquén,17.58336203291432
519,2018,4,Río Negro,15.952033444971306
520,2018,4,Salta,9.639884990122159
521,2018,4,San Juan,8.125067548299477
522,2018,4,San Luis,19.332549309229275
523,2018,4,Santa Cruz,7.049080016507051
524,2018,4,Santa Fe,20.62373640643868
525,2018,4,Santiago Del Estero,9.2821177795649
526,2018,4,Tierra Del Fuego,27.748785315817887
527,2018,4,Tucumán,10.344120436439566
528,2018,3,Buenos Aires,20.95908740104848
529,2018,3,Capital Federal,45.37709204560748
530,2018,3,Catamarca,8.373046550087581
531,2018,3,Chaco,8.628583509513742
532,2018,3,Chubut,17.28630822939319
533,2018,3,Córdoba,19.66915749676994
534,2018,3,Corrientes,9.018948170247882
535,2018,3,Entre Ríos,15.016208210741233
536,2018,3,Formosa,7.5279498103121085
537,2018,3,Jujuy,5.949165647225797
538,2018,3,La Pampa,23.64056278957734
539,2018,3,La Rioja,13.505484520192356
540,2018,3,Mendoza,10.601969231966759
541,2018,3,Misiones,8.74450949017475
542,2018,3,Neuquén,18.005451709791327
543,2018,3,Río Negro,15.546572458298687
544,2018,3,Salta,9.549341341721156
545,2018,3,San Juan,8.419357955569252
546,2018,3,San Luis,14.983359875657099
547,2018,3,Santa Cruz,9.738987459252597
548,2018,3,Santa Fe,19.939106982732063
549,2018,3,Santiago Del Estero,8.996517443513934
550,2018,3,Tierra Del Fuego,27.506021696216745
551,2018,3,Tucumán,10.325137534986972
552,2018,2,Buenos Aires,20.374582324435124
553,2018,2,Capital Federal,44.632577746788044
554,2018,2,Catamarca,8.35838388395506
555,2018,2,Chaco,8.353123614291734
556,2018,2,Chubut,16.830485129144066
557,2018,2,Córdoba,19.373198551696014
558,2018,2,Corrientes,8.903247385340823
559,2018,2,Entre Ríos,14.711648453505866
560,2018,2,Formosa,7.4919076165093035
561,2018,2,Jujuy,5.9923974768014165
562,2018,2,La Pampa,23.40701065826804
563,2018,2,La Rioja,13.570922884408905
564,2018,2,Mendoza,10.318226443150964
565,2018,2,Misiones,8.61598877251767
566,2018,2,Neuquén,17.931877810369247
567,2018,2,Río Negro,15.42558308937726
568,2018,2,Salta,9.673102808845783
569,2018,2,San Juan,8.392841711641646
570,2018,2,San Luis,4.336137508962927
571,2018,2,Santa Cruz,9.919588050940062
572,2018,2,Santa Fe,19.675591530682105
573,2018,2,Santiago Del Estero,8.750160589339375
574,2018,2,Tierra Del Fuego,27.162316515991055
575,2018,2,Tucumán,10.283671207148597
576,2018,1,Buenos Aires,20.27965291057949
577,2018,1,Capital Federal,44.562961320417855
578,2018,1,Catamarca,8.342098537275874
579,2018,1,Chaco,8.240328535251999
580,2018,1,Chubut,16.466326556340928
581,2018,1,Córdoba,19.447381073339752
582,2018,1,Corrientes,8.60133260210877
583,2018,1,Entre Ríos,14.555673456325385
584,2018,1,Formosa,5.4480098282582645
585,2018,1,Jujuy,5.912829505826147
586,2018,1,La Pampa,23.64124866231016
587,2018,1,La Rioja,13.694770063119927
588,2018,1,Mendoza,10.345843091967911
589,2018,1,Misiones,8.432278416607307
590,2018,1,Neuquén,18.31283869735193
591,2018,1,Río Negro,15.323567091543692
592,2018,1,Salta,9.633845443846392
593,2018,1,San Juan,8.306800710570991
594,2018,1,San Luis,4.335615022675048
595,2018,1,Santa Cruz,9.98473486255572
596,2018,1,Santa Fe,19.584682368757406
597,2018,1,Santiago Del Estero,8.683504190530646
598,2018,1,Tierra Del Fuego,19.33152333431171
599,2018,1,Tucumán,10.200177350055142
600,2017,4,Buenos Aires,18.61464924835486
601,2017,4,Capital Federal,51.6167209151056
602,2017,4,Catamarca,7.280600419229377
603,2017,4,Chaco,8.234501979468078
604,2017,4,Chubut,15.77581593080522
605,2017,4,Córdoba,19.390857786793124
606,2017,4,Corrientes,8.562263620309615
607,2017,4,Entre Ríos,14.317635180183578
608,2017,4,Formosa,5.414060072151437
609,2017,4,Jujuy,5.81583543877829
610,2017,4,La Pampa,23.409929773918797
611,2017,4,La Rioja,13.727965660359493
612,2017,4,Mendoza,9.300280994440511
613,2017,4,Misiones,8.482789477895514
614,2017,4,Neuquén,18.2308851652642
615,2017,4,Río Negro,15.187813662722721
616,2017,4,Salta,9.638816535753657
617,2017,4,San Juan,7.718528602820455
618,2017,4,San Luis,3.0299272402737993
619,2017,4,Santa Cruz,8.603821648608145
620,2017,4,Santa Fe,19.405680474329014
621,2017,4,Santiago Del Estero,7.228687949666727
622,2017,4,Tierra Del Fuego,17.758493353028065
623,2017,4,Tucumán,9.883286960651205
624,2017,3,Buenos Aires,17.935870973592106
625,2017,3,Capital Federal,51.2444496511116
626,2017,3,Catamarca,8.265091234974188
627,2017,3,Chaco,8.012103738024656
628,2017,3,Chubut,14.16737183585357
629,2017,3,Córdoba,19.076953915608296
630,2017,3,Corrientes,8.470212670540503
631,2017,3,Entre Ríos,13.741494179292031
632,2017,3,Formosa,5.43429504811395
633,2017,3,Jujuy,5.791142800512126
634,2017,3,La Pampa,22.780807976856142
635,2017,3,La Rioja,13.700651079810719
636,2017,3,Mendoza,9.964323465862444
637,2017,3,Misiones,8.227833589371523
638,2017,3,Neuquén,18.10848135178631
639,2017,3,Río Negro,14.924361907723748
640,2017,3,Salta,9.649427484390076
641,2017,3,San Juan,8.245115565495915
642,2017,3,San Luis,4.429809174940647
643,2017,3,Santa Cruz,9.907366563740627
644,2017,3,Santa Fe,19.152164898849556
645,2017,3,Santiago Del Estero,8.716515836151316
646,2017,3,Tierra Del Fuego,19.492764396867877
647,2017,3,Tucumán,9.833448455500244
648,2017,2,Buenos Aires,18.104156481000473
649,2017,2,Capital Federal,52.236738675121046
650,2017,2,Catamarca,6.608185687419579
651,2017,2,Chaco,7.763587198662014
652,2017,2,Chubut,10.897114883440475
653,2017,2,Córdoba,18.05661531060883
654,2017,2,Corrientes,8.265165616133114
655,2017,2,Entre Ríos,13.571663585663645
656,2017,2,Formosa,5.0818187061685505
657,2017,2,Jujuy,5.729417105648426
658,2017,2,La Pampa,20.920811368324546
659,2017,2,La Rioja,4.313641371128342
660,2017,2,Mendoza,8.863231962926129
661,2017,2,Misiones,8.196262181174568
662,2017,2,Neuquén,18.43063459528346
663,2017,2,Río Negro,14.1565144707972
664,2017,2,Salta,7.929941866624195
665,2017,2,San Juan,6.869062671706707
666,2017,2,San Luis,2.7229996991951935
667,2017,2,Santa Cruz,7.812000426302888
668,2017,2,Santa Fe,16.436519275562326
669,2017,2,Santiago Del Estero,3.5041532386183105
670,2017,2,Tierra Del Fuego,20.30130511507835
671,2017,2,Tucumán,9.459823731438563
672,2017,1,Buenos Aires,18.804855031011677
673,2017,1,Capital Federal,45.687714654171046
674,2017,1,Catamarca,6.527341318167275
675,2017,1,Chaco,7.65022534015797
676,2017,1,Chubut,10.932503392025788
677,2017,1,Córdoba,17.652242570602198
678,2017,1,Corrientes,8.147787146784857
679,2017,1,Entre Ríos,13.427434245008815
680,2017,1,Formosa,5.050590921688212
681,2017,1,Jujuy,5.81976940765058
682,2017,1,La Pampa,20.649049712429974
683,2017,1,La Rioja,4.311444393660782
684,2017,1,Mendoza,8.886706245725367
685,2017,1,Misiones,8.041713210556319
686,2017,1,Neuquén,18.166254008454768
687,2017,1,Río Negro,14.158945655638249
688,2017,1,Salta,7.8901262912821775
689,2017,1,San Juan,6.887390312005832
690,2017,1,San Luis,2.7319835263877543
691,2017,1,Santa Cruz,7.89382704275053
692,2017,1,Santa Fe,16.34225474583628
693,2017,1,Santiago Del Estero,3.6488508898009986
694,2017,1,Tierra Del Fuego,20.435486705666722
695,2017,1,Tucumán,9.388852799951817
696,2016,4,Buenos Aires,18.578640735833826
697,2016,4,Capital Federal,45.78373827727234
698,2016,4,Catamarca,6.720813040873304
699,2016,4,Chaco,7.653240095890541
700,2016,4,Chubut,10.959254911598952
701,2016,4,Córdoba,17.57129145976522
702,2016,4,Corrientes,8.119896031116928
703,2016,4,Entre Ríos,13.451982739190726
704,2016,4,Formosa,5.02928480990009
705,2016,4,Jujuy,5.758804384392255
706,2016,4,La Pampa,20.670760836407798
707,2016,4,La Rioja,4.350562085368715
708,2016,4,Mendoza,8.910941733480245
709,2016,4,Misiones,8.047024567428018
710,2016,4,Neuquén,17.993247493890816
711,2016,4,Río Negro,14.170250609480686
712,2016,4,Salta,7.865487548426057
713,2016,4,San Juan,6.913287316652287
714,2016,4,San Luis,2.7410268293938924
715,2016,4,Santa Cruz,7.940780215262837
716,2016,4,Santa Fe,16.345011971501133
717,2016,4,Santiago Del Estero,3.719720429331573
718,2016,4,Tierra Del Fuego,20.57132386392357
719,2016,4,Tucumán,9.349553397483637
720,2016,3,Buenos Aires,18.295308597951934
721,2016,3,Capital Federal,45.85472026772204
722,2016,3,Catamarca,6.72059087375157
723,2016,3,Chaco,7.706877803276395
724,2016,3,Chubut,11.041169584989312
725,2016,3,Córdoba,17.78550480431242
726,2016,3,Corrientes,8.161726730902307
727,2016,3,Entre Ríos,13.552371996148606
728,2016,3,Formosa,4.733748023050463
729,2016,3,Jujuy,5.76400350138348
730,2016,3,La Pampa,20.294829381412075
731,2016,3,La Rioja,4.529887087279927
732,2016,3,Mendoza,8.930444449562124
733,2016,3,Misiones,8.121652823521027
734,2016,3,Neuquén,17.862151015228427
735,2016,3,Río Negro,14.220201565227184
736,2016,3,Salta,7.955372391224448
737,2016,3,San Juan,6.939188629814689
738,2016,3,San Luis,2.7472425273887247
739,2016,3,Santa Cruz,7.932484607529773
740,2016,3,Santa Fe,16.529361932364445
741,2016,3,Santiago Del Estero,3.794480871177055
742,2016,3,Tierra Del Fuego,20.307103192524696
743,2016,3,Tucumán,9.358616360369721
744,2016,2,Buenos Aires,18.098684568289556
745,2016,2,Capital Federal,45.59375712104128
746,2016,2,Catamarca,6.632980570132604
747,2016,2,Chaco,7.642896733294073
748,2016,2,Chubut,11.074824787933132
749,2016,2,Córdoba,17.620348014320207
750,2016,2,Corrientes,8.053039893831306
751,2016,2,Entre Ríos,13.377306134693265
752,2016,2,Formosa,4.930439412017454
753,2016,2,Jujuy,5.597761384701527
754,2016,2,La Pampa,19.91385540427254
755,2016,2,La Rioja,4.4934890589340855
756,2016,2,Mendoza,8.96594364845842
757,2016,2,Misiones,7.964976216879448
758,2016,2,Neuquén,17.594175765043765
759,2016,2,Río Negro,14.224291356155328
760,2016,2,Salta,7.770812428027119
761,2016,2,San Juan,6.964997582946448
762,2016,2,San Luis,2.7487304539676813
763,2016,2,Santa Cruz,7.955357767523354
764,2016,2,Santa Fe,16.489119309020037
765,2016,2,Santiago Del Estero,3.943453095409565
766,2016,2,Tierra Del Fuego,20.081326844262296
767,2016,2,Tucumán,9.224512334342581
768,2016,1,Buenos Aires,17.53507921643952
769,2016,1,Capital Federal,43.75778412718348
770,2016,1,Catamarca,6.606879526910472
771,2016,1,Chaco,7.524734075579937
772,2016,1,Chubut,11.115931499378867
773,2016,1,Córdoba,16.972666239608547
774,2016,1,Corrientes,7.940601449315725
775,2016,1,Entre Ríos,13.142540095674788
776,2016,1,Formosa,4.858053690123639
777,2016,1,Jujuy,5.491800261988138
778,2016,1,La Pampa,19.101771424266833
779,2016,1,La Rioja,4.4969582015400285
780,2016,1,Mendoza,8.990567825336337
781,2016,1,Misiones,7.751215322654614
782,2016,1,Neuquén,16.65921009321782
783,2016,1,Río Negro,14.14929460475045
784,2016,1,Salta,7.6113150931071925
785,2016,1,San Juan,6.982387580659241
786,2016,1,San Luis,2.752950183918377
787,2016,1,Santa Cruz,8.051419802811122
788,2016,1,Santa Fe,16.157804349232396
789,2016,1,Santiago Del Estero,4.032855070541266
790,2016,1,Tierra Del Fuego,19.6541853628346
791,2016,1,Tucumán,9.127106142747772
792,2015,4,Buenos Aires,17.683348856285942
793,2015,4,Capital Federal,44.832983780989366
794,2015,4,Catamarca,6.643394374998431
795,2015,4,Chaco,7.53670916277073
796,2015,4,Chubut,11.205552103480567
797,2015,4,Córdoba,17.46916799414709
798,2015,4,Corrientes,7.950363156694786
799,2015,4,Entre Ríos,13.123962308090587
800,2015,4,Formosa,4.8305631271657905
801,2015,4,Jujuy,5.458341251601313
802,2015,4,La Pampa,19.272161272149656
803,2015,4,La Rioja,4.577775134234902
804,2015,4,Mendoza,9.015907568565332
805,2015,4,Misiones,7.766317103077486
806,2015,4,Neuquén,17.22630452981118
807,2015,4,Río Negro,14.185024658290292
808,2015,4,Salta,7.599850568087338
809,2015,4,San Juan,7.007150043164227
810,2015,4,San Luis,2.759291577250979
811,2015,4,Santa Cruz,8.143243109871943
812,2015,4,Santa Fe,16.474943169318767
813,2015,4,Santiago Del Estero,4.197822731421939
814,2015,4,Tierra Del Fuego,19.441920240938828
815,2015,4,Tucumán,9.122607419100433
816,2015,3,Buenos Aires,17.5478839831824
817,2015,3,Capital Federal,44.91109222814752
818,2015,3,Catamarca,6.5638473961451576
819,2015,3,Chaco,7.454020298824401
820,2015,3,Chubut,11.233578169758335
821,2015,3,Córdoba,17.430734989025318
822,2015,3,Corrientes,7.9251911359201195
823,2015,3,Entre Ríos,13.027710914374044
824,2015,3,Formosa,4.783639923880968
825,2015,3,Jujuy,5.423454555427568
826,2015,3,La Pampa,19.055588379965016
827,2015,3,La Rioja,4.550079085806065
828,2015,3,Mendoza,9.042401990754488
829,2015,3,Misiones,7.687041384274881
830,2015,3,Neuquén,16.195213031371225
831,2015,3,Río Negro,14.21984560217436
832,2015,3,Salta,7.525378783060509
833,2015,3,San Juan,7.027462887351242
834,2015,3,San Luis,2.7688118552652248
835,2015,3,Santa Cruz,8.159354482038923
836,2015,3,Santa Fe,16.3639671637834
837,2015,3,Santiago Del Estero,4.237302719178804
838,2015,3,Tierra Del Fuego,22.04802112197417
839,2015,3,Tucumán,9.04046893117945
840,2015,2,Buenos Aires,17.32566254457297
841,2015,2,Capital Federal,44.08485428379352
842,2015,2,Catamarca,6.475144864314208
843,2015,2,Chaco,7.341229538625331
844,2015,2,Chubut,11.215678099350221
845,2015,2,Córdoba,17.106520102782877
846,2015,2,Corrientes,7.790823368355694
847,2015,2,Entre Ríos,12.837181261223597
848,2015,2,Formosa,4.673478484721786
849,2015,2,Jujuy,5.188392481356063
850,2015,2,La Pampa,18.685329046975873
851,2015,2,La Rioja,4.494678751214943
852,2015,2,Mendoza,9.068294493026901
853,2015,2,Misiones,7.4498150149300955
854,2015,2,Neuquén,15.814175161962616
855,2015,2,Río Negro,14.14343856592951
856,2015,2,Salta,7.378443804380798
857,2015,2,San Juan,7.042097078751527
858,2015,2,San Luis,2.778618445940834
859,2015,2,Santa Cruz,8.058063850217536
860,2015,2,Santa Fe,16.093025858679276
861,2015,2,Santiago Del Estero,4.2466687085071415
862,2015,2,Tierra Del Fuego,22.095953780047246
863,2015,2,Tucumán,8.841187690702666
864,2015,1,Buenos Aires,17.241393436944044
865,2015,1,Capital Federal,43.65872499007399
866,2015,1,Catamarca,6.4030169907943355
867,2015,1,Chaco,7.143089175357747
868,2015,1,Chubut,11.585798774556789
869,2015,1,Córdoba,16.79362190248589
870,2015,1,Corrientes,7.642568763996284
871,2015,1,Entre Ríos,12.609336086982932
872,2015,1,Formosa,4.62384901660949
873,2015,1,Jujuy,5.050879913471037
874,2015,1,La Pampa,18.332348933631966
875,2015,1,La Rioja,4.462324463144091
876,2015,1,Mendoza,9.059236417534116
877,2015,1,Misiones,7.1884830279667495
878,2015,1,Neuquén,15.526250068921229
879,2015,1,Río Negro,13.99387526238606
880,2015,1,Salta,7.2946429647847415
881,2015,1,San Juan,7.039582453142129
882,2015,1,San Luis,2.790401457622043
883,2015,1,Santa Cruz,8.391896957421542
884,2015,1,Santa Fe,15.832773292036375
885,2015,1,Santiago Del Estero,4.2444689547784344
886,2015,1,Tierra Del Fuego,22.16715476458662
887,2015,1,Tucumán,8.71860866450986
888,2014,4,Buenos Aires,17.0147634301905
889,2014,4,Capital Federal,43.604620676636536
890,2014,4,Catamarca,6.459254980059493
891,2014,4,Chaco,5.81368220415458
892,2014,4,Chubut,12.22355578461917
893,2014,4,Córdoba,16.655707331301695
894,2014,4,Corrientes,6.174655065970425
895,2014,4,Entre Ríos,10.718328095183363
896,2014,4,Formosa,4.549162969289201
897,2014,4,Jujuy,4.982003512117359
898,2014,4,La Pampa,16.816524623987434
899,2014,4,La Rioja,4.496901902725229
900,2014,4,Mendoza,9.056377705209336
901,2014,4,Misiones,6.540662222041546
902,2014,4,Neuquén,15.52866412077054
903,2014,4,Río Negro,13.889530185847859
904,2014,4,Salta,7.103785883014793
905,2014,4,San Juan,7.100961754619733
906,2014,4,San Luis,2.7819569555272006
907,2014,4,Santa Cruz,8.15757414246012
908,2014,4,Santa Fe,15.657532856900755
909,2014,4,Santiago Del Estero,4.26296198713424
910,2014,4,Tierra Del Fuego,19.341882280727507
911,2014,4,Tucumán,8.693215352295233
912,2014,3,Buenos Aires,17.26299843234104
913,2014,3,Capital Federal,43.20639959292724
914,2014,3,Catamarca,6.269890252791938
915,2014,3,Chaco,5.627757222300207
916,2014,3,Chubut,12.388234071451354
917,2014,3,Córdoba,16.5601374978714
918,2014,3,Corrientes,5.9862826719116935
919,2014,3,Entre Ríos,10.433826435850124
920,2014,3,Formosa,4.5129252671268265
921,2014,3,Jujuy,4.68339443034039
922,2014,3,La Pampa,18.33753400191527
923,2014,3,La Rioja,4.379035874747908
924,2014,3,Mendoza,8.992236937014606
925,2014,3,Misiones,6.399773666851879
926,2014,3,Neuquén,16.726688649309313
927,2014,3,Río Negro,14.159932806209634
928,2014,3,Salta,7.053549273694012
929,2014,3,San Juan,7.0752480415613945
930,2014,3,San Luis,2.770051341285783
931,2014,3,Santa Cruz,8.34323913237982
932,2014,3,Santa Fe,15.437988654617879
933,2014,3,Santiago Del Estero,4.082169590293595
934,2014,3,Tierra Del Fuego,19.344392262780588
935,2014,3,Tucumán,8.381678430058432
936,2014,2,Buenos Aires,16.794925434991658
937,2014,2,Capital Federal,42.974776961427445
938,2014,2,Catamarca,6.284355435383139
939,2014,2,Chaco,5.602127567276613
940,2014,2,Chubut,12.696289361395674
941,2014,2,Córdoba,16.365408420405306
942,2014,2,Corrientes,5.945267054468535
943,2014,2,Entre Ríos,10.372072065869386
944,2014,2,Formosa,4.464869672895974
945,2014,2,Jujuy,4.784095434078587
946,2014,2,La Pampa,16.379048903362197
947,2014,2,La Rioja,4.3933834187878436
948,2014,2,Mendoza,8.95860097015214
949,2014,2,Misiones,6.365807425994047
950,2014,2,Neuquén,15.137568029498313
951,2014,2,Río Negro,13.946569423268942
952,2014,2,Salta,7.004015501526469
953,2014,2,San Juan,7.077771062624967
954,2014,2,San Luis,2.781512264860477
955,2014,2,Santa Cruz,8.744673181156902
956,2014,2,Santa Fe,15.216957428230305
957,2014,2,Santiago Del Estero,4.143683147939005
958,2014,2,Tierra Del Fuego,19.08631433655622
959,2014,2,Tucumán,8.409488588173268
960,2014,1,Buenos Aires,16.692346018019045
961,2014,1,Capital Federal,42.655071630586406
962,2014,1,Catamarca,6.184614520776599
963,2014,1,Chaco,5.553671463702625
964,2014,1,Chubut,12.703590133239262
965,2014,1,Córdoba,16.125183143749393
966,2014,1,Corrientes,5.891708288681968
967,2014,1,Entre Ríos,10.302247104839328
968,2014,1,Formosa,4.444467754793774
969,2014,1,Jujuy,4.724302778829112
970,2014,1,La Pampa,15.994061954006705
971,2014,1,La Rioja,4.353174900044055
972,2014,1,Mendoza,8.933318322823283
973,2014,1,Misiones,6.323160981949705
974,2014,1,Neuquén,14.882265766507492
975,2014,1,Río Negro,13.867842232252002
976,2014,1,Salta,6.976877486214764
977,2014,1,San Juan,7.050796578649686
978,2014,1,San Luis,2.684668505334274
979,2014,1,Santa Cruz,8.677326900880571
980,2014,1,Santa Fe,15.077800919408592
981,2014,1,Santiago Del Estero,4.058899015580628
982,2014,1,Tierra Del Fuego,19.10492102645171
983,2014,1,Tucumán,8.307214637543202
